year,date,round,home_team,away_team,team,player,minute,minute_numeric,goal_type
1982,1982-06-20,Group stage,England,Czechoslovakia,England,Trevor Francis,62,62,Normal
1982,1982-06-20,Group stage,England,Czechoslovakia,England,Jozef Barmoš,66,66,Own Goal
1982,1982-06-20,Group stage,Spain,Yugoslavia,Yugoslavia,Ivan Gudelj,10,10,Normal
1982,1982-06-20,Group stage,Spain,Yugoslavia,Spain,not applicable Juanito,14,14,Penalty
1982,1982-06-20,Group stage,Spain,Yugoslavia,Spain,Enrique Saura,66,66,Normal
1982,1982-06-21,Group stage,Algeria,Austria,Austria,Walter Schachner,55,55,Normal
1982,1982-06-21,Group stage,Algeria,Austria,Austria,Hans Krankl,67,67,Normal
1982,1982-06-21,Group stage,France,Kuwait,France,Bernard Genghini,31,31,Normal
1982,1982-06-21,Group stage,France,Kuwait,France,Michel Platini,43,43,Normal
1982,1982-06-21,Group stage,France,Kuwait,France,Didier Six,48,48,Normal
1982,1982-06-21,Group stage,France,Kuwait,Kuwait,Abdullah Al-Buloushi,75,75,Normal
1982,1982-06-21,Group stage,France,Kuwait,France,Maxime Bossis,89,89,Normal
1982,1982-06-21,Group stage,Honduras,Northern Ireland,Northern Ireland,Gerry Armstrong,10,10,Normal
1982,1982-06-21,Group stage,Honduras,Northern Ireland,Honduras,Antonio Laing,60,60,Normal
1982,1982-06-22,Group stage,Poland,Peru,Poland,Włodzimierz Smolarek,55,55,Normal
1982,1982-06-22,Group stage,Poland,Peru,Poland,Grzegorz Lato,58,58,Normal
1982,1982-06-22,Group stage,Poland,Peru,Poland,Zbigniew Boniek,61,61,Normal
1982,1982-06-22,Group stage,Poland,Peru,Poland,Andrzej Buncol,68,68,Normal
1982,1982-06-22,Group stage,Poland,Peru,Poland,Włodzimierz Ciołek,76,76,Normal
1982,1982-06-22,Group stage,Poland,Peru,Peru,Guillermo La Rosa,83,83,Normal
1982,1982-06-22,Group stage,Belgium,Hungary,Hungary,József Varga,27,27,Normal
1982,1982-06-22,Group stage,Belgium,Hungary,Belgium,Alexandre Czerniatynski,76,76,Normal
1982,1982-06-22,Group stage,Soviet Union,Scotland,Scotland,Joe Jordan,15,15,Normal
1982,1982-06-22,Group stage,Soviet Union,Scotland,Soviet Union,Aleksandr Chivadze,59,59,Normal
1982,1982-06-22,Group stage,Soviet Union,Scotland,Soviet Union,Ramaz Shengelia,84,84,Normal
1982,1982-06-22,Group stage,Soviet Union,Scotland,Scotland,Graeme Souness,86,86,Normal
1982,1982-06-23,Group stage,Italy,Cameroon,Italy,Francesco Graziani,60,60,Normal
1982,1982-06-23,Group stage,Italy,Cameroon,Cameroon,Grégoire M'Bida,61,61,Normal
1982,1982-06-23,Group stage,Argentina,El Salvador,Argentina,Daniel Passarella,22,22,Penalty
1982,1982-06-23,Group stage,Argentina,El Salvador,Argentina,Daniel Bertoni,54,54,Normal
1982,1982-06-23,Group stage,Brazil,New Zealand,Brazil,not applicable Zico,28,28,Normal
1982,1982-06-23,Group stage,Brazil,New Zealand,Brazil,not applicable Zico,31,31,Normal
1982,1982-06-23,Group stage,Brazil,New Zealand,Brazil,not applicable Falcão,64,64,Normal
1982,1982-06-23,Group stage,Brazil,New Zealand,Brazil,not applicable Serginho,70,70,Normal
1982,1982-06-24,Group stage,Algeria,Chile,Algeria,Salah Assad,7,7,Normal
1982,1982-06-24,Group stage,Algeria,Chile,Algeria,Salah Assad,31,31,Normal
1982,1982-06-24,Group stage,Algeria,Chile,Algeria,Tedj Bensaoula,35,35,Normal
1982,1982-06-24,Group stage,Algeria,Chile,Chile,Miguel Ángel Neira,59,59,Penalty
1982,1982-06-24,Group stage,Algeria,Chile,Chile,Juan Carlos Letelier,73,73,Normal
1982,1982-06-24,Group stage,France,Czechoslovakia,France,Didier Six,66,66,Normal
1982,1982-06-24,Group stage,France,Czechoslovakia,Czechoslovakia,Antonín Panenka,84,84,Penalty
1982,1982-06-24,Group stage,Honduras,Yugoslavia,Yugoslavia,Vladimir Petrović,88,88,Penalty
1982,1982-06-25,Group stage,West Germany,Austria,West Germany,Horst Hrubesch,10,10,Normal
1982,1982-06-25,Group stage,England,Kuwait,England,Trevor Francis,27,27,Normal
1982,1982-06-25,Group stage,Spain,Northern Ireland,Northern Ireland,Gerry Armstrong,47,47,Normal
1982,1982-06-28,Second group stage,Austria,France,France,Bernard Genghini,39,39,Normal
1982,1982-06-28,Second group stage,Poland,Belgium,Poland,Zbigniew Boniek,4,4,Normal
1982,1982-06-28,Second group stage,Poland,Belgium,Poland,Zbigniew Boniek,26,26,Normal
1982,1982-06-28,Second group stage,Poland,Belgium,Poland,Zbigniew Boniek,53,53,Normal
1982,1982-06-29,Second group stage,Italy,Argentina,Italy,Marco Tardelli,57,57,Normal
1982,1982-06-29,Second group stage,Italy,Argentina,Italy,Antonio Cabrini,67,67,Normal
1982,1982-06-29,Second group stage,Italy,Argentina,Argentina,Daniel Passarella,83,83,Normal
1982,1982-07-01,Second group stage,Austria,Northern Ireland,Northern Ireland,Billy Hamilton,27,27,Normal
1982,1982-07-01,Second group stage,Austria,Northern Ireland,Austria,Bruno Pezzey,50,50,Normal
1982,1982-07-01,Second group stage,Austria,Northern Ireland,Austria,Reinhold Hintermaier,68,68,Normal
1982,1982-07-01,Second group stage,Austria,Northern Ireland,Northern Ireland,Billy Hamilton,75,75,Normal
1982,1982-07-01,Second group stage,Belgium,Soviet Union,Soviet Union,Khoren Hovhannisyan,48,48,Normal
1982,1982-07-02,Second group stage,Argentina,Brazil,Brazil,not applicable Zico,11,11,Normal
1982,1982-07-02,Second group stage,Argentina,Brazil,Brazil,not applicable Serginho,66,66,Normal
1982,1982-07-02,Second group stage,Argentina,Brazil,Brazil,not applicable Júnior,75,75,Normal
1982,1982-07-02,Second group stage,Argentina,Brazil,Argentina,Ramón Díaz,89,89,Normal
1982,1982-07-02,Second group stage,West Germany,Spain,West Germany,Pierre Littbarski,50,50,Normal
1982,1982-07-02,Second group stage,West Germany,Spain,West Germany,Klaus Fischer,75,75,Normal
1982,1982-07-02,Second group stage,West Germany,Spain,Spain,Jesús María Zamora,82,82,Normal
1982,1982-07-04,Second group stage,France,Northern Ireland,France,Alain Giresse,33,33,Normal
1982,1982-07-04,Second group stage,France,Northern Ireland,France,Dominique Rocheteau,46,46,Normal
1982,1982-07-04,Second group stage,France,Northern Ireland,France,Dominique Rocheteau,68,68,Normal
1982,1982-07-04,Second group stage,France,Northern Ireland,Northern Ireland,Gerry Armstrong,75,75,Normal
1982,1982-07-04,Second group stage,France,Northern Ireland,France,Alain Giresse,80,80,Normal
1982,1982-07-05,Second group stage,Italy,Brazil,Italy,Paolo Rossi,5,5,Normal
1982,1982-07-05,Second group stage,Italy,Brazil,Brazil,not applicable Sócrates,12,12,Normal
1982,1982-07-05,Second group stage,Italy,Brazil,Italy,Paolo Rossi,25,25,Normal
1982,1982-07-05,Second group stage,Italy,Brazil,Brazil,not applicable Falcão,68,68,Normal
1982,1982-07-05,Second group stage,Italy,Brazil,Italy,Paolo Rossi,74,74,Normal
1982,1982-07-08,Semi-finals,Poland,Italy,Italy,Paolo Rossi,22,22,Normal
1982,1982-07-08,Semi-finals,Poland,Italy,Italy,Paolo Rossi,73,73,Normal
1982,1982-07-08,Semi-finals,West Germany,France,West Germany,Pierre Littbarski,17,17,Normal
1982,1982-07-08,Semi-finals,West Germany,France,France,Michel Platini,26,26,Penalty
1982,1982-07-08,Semi-finals,West Germany,France,France,Marius Trésor,92,92,Normal
1982,1982-07-08,Semi-finals,West Germany,France,France,Alain Giresse,98,98,Normal
1982,1982-07-08,Semi-finals,West Germany,France,West Germany,Karl-Heinz Rummenigge,102,102,Normal
1982,1982-07-08,Semi-finals,West Germany,France,West Germany,Klaus Fischer,108,108,Normal
1982,1982-07-10,Third-place match,Poland,France,France,René Girard,13,13,Normal
1982,1982-07-10,Third-place match,Poland,France,Poland,Andrzej Szarmach,40,40,Normal
1982,1982-07-10,Third-place match,Poland,France,Poland,Stefan Majewski,44,44,Normal
1982,1982-07-10,Third-place match,Poland,France,Poland,Janusz Kupcewicz,46,46,Normal
1982,1982-07-10,Third-place match,Poland,France,France,Alain Couriol,72,72,Normal
1982,1982-07-11,Final,Italy,West Germany,Italy,Paolo Rossi,57,57,Normal
1982,1982-07-11,Final,Italy,West Germany,Italy,Marco Tardelli,69,69,Normal
1982,1982-07-11,Final,Italy,West Germany,Italy,Alessandro Altobelli,81,81,Normal
1982,1982-07-11,Final,Italy,West Germany,West Germany,Paul Breitner,83,83,Normal
1978,1978-06-02,Group stage,Italy,France,France,Bernard Lacombe,1,1,Normal
1978,1978-06-02,Group stage,Italy,France,Italy,Paolo Rossi,29,29,Normal
1978,1978-06-02,Group stage,Italy,France,Italy,Renato Zaccarelli,54,54,Normal
1978,1978-06-02,Group stage,Tunisia,Mexico,Mexico,Arturo Vázquez Ayala,45,45,Penalty
1978,1978-06-02,Group stage,Tunisia,Mexico,Tunisia,Ali Kaabi,55,55,Normal
1978,1978-06-02,Group stage,Tunisia,Mexico,Tunisia,Néjib Ghommidh,79,79,Normal
1978,1978-06-02,Group stage,Tunisia,Mexico,Tunisia,Mokhtar Dhouib,87,87,Normal
1978,1978-06-02,Group stage,Argentina,Hungary,Hungary,Károly Csapó,9,9,Normal
1978,1978-06-02,Group stage,Argentina,Hungary,Argentina,Leopoldo Luque,14,14,Normal
1978,1978-06-02,Group stage,Argentina,Hungary,Argentina,Daniel Bertoni,83,83,Normal
1978,1978-06-03,Group stage,Austria,Spain,Austria,Walter Schachner,10,10,Normal
1978,1978-06-03,Group stage,Austria,Spain,Spain,not applicable Dani,21,21,Normal
1978,1978-06-03,Group stage,Austria,Spain,Austria,Hans Krankl,76,76,Normal
1978,1978-06-03,Group stage,Brazil,Sweden,Sweden,Thomas Sjöberg,37,37,Normal
1978,1978-06-03,Group stage,Brazil,Sweden,Brazil,not applicable Reinaldo,45,45,Normal
1978,1978-06-03,Group stage,Netherlands,Iran,Netherlands,Rob Rensenbrink,40,40,Penalty
1978,1978-06-03,Group stage,Netherlands,Iran,Netherlands,Rob Rensenbrink,62,62,Normal
1978,1978-06-03,Group stage,Netherlands,Iran,Netherlands,Rob Rensenbrink,78,78,Penalty
1978,1978-06-03,Group stage,Peru,Scotland,Scotland,Joe Jordan,14,14,Normal
1978,1978-06-03,Group stage,Peru,Scotland,Peru,César Cueto,43,43,Normal
1978,1978-06-03,Group stage,Peru,Scotland,Peru,Teófilo Cubillas,71,71,Normal
1978,1978-06-03,Group stage,Peru,Scotland,Peru,Teófilo Cubillas,77,77,Normal
1978,1978-06-06,Group stage,Italy,Hungary,Italy,Paolo Rossi,34,34,Normal
1978,1978-06-06,Group stage,Italy,Hungary,Italy,Roberto Bettega,35,35,Normal
1978,1978-06-06,Group stage,Italy,Hungary,Italy,Romeo Benetti,61,61,Normal
1978,1978-06-06,Group stage,Italy,Hungary,Hungary,András Tóth,81,81,Penalty
1978,1978-06-06,Group stage,Poland,Tunisia,Poland,Grzegorz Lato,43,43,Normal
1978,1978-06-06,Group stage,West Germany,Mexico,West Germany,Dieter Müller,15,15,Normal
1978,1978-06-06,Group stage,West Germany,Mexico,West Germany,Hansi Müller,30,30,Normal
1978,1978-06-06,Group stage,West Germany,Mexico,West Germany,Karl-Heinz Rummenigge,38,38,Normal
1978,1978-06-06,Group stage,West Germany,Mexico,West Germany,Heinz Flohe,44,44,Normal
1978,1978-06-06,Group stage,West Germany,Mexico,West Germany,Karl-Heinz Rummenigge,73,73,Normal
1978,1978-06-06,Group stage,West Germany,Mexico,West Germany,Heinz Flohe,89,89,Normal
1978,1978-06-06,Group stage,Argentina,France,Argentina,Daniel Passarella,45,45,Penalty
1978,1978-06-06,Group stage,Argentina,France,France,Michel Platini,60,60,Normal
1978,1978-06-06,Group stage,Argentina,France,Argentina,Leopoldo Luque,73,73,Normal
1978,1978-06-07,Group stage,Austria,Sweden,Austria,Hans Krankl,42,42,Penalty
1978,1978-06-07,Group stage,Scotland,Iran,Scotland,Andranik Eskandarian,43,43,Own Goal
1978,1978-06-07,Group stage,Scotland,Iran,Iran,Iraj Danaeifard,60,60,Normal
1978,1978-06-10,Group stage,France,Hungary,France,Christian Lopez,23,23,Normal
1978,1978-06-10,Group stage,France,Hungary,France,Marc Berdoll,38,38,Normal
1978,1978-06-10,Group stage,France,Hungary,Hungary,Sándor Zombori,41,41,Normal
1978,1978-06-10,Group stage,France,Hungary,France,Dominique Rocheteau,42,42,Normal
1978,1978-06-10,Group stage,Poland,Mexico,Poland,Zbigniew Boniek,43,43,Normal
1978,1978-06-10,Group stage,Poland,Mexico,Mexico,Víctor Rangel,52,52,Normal
1978,1978-06-10,Group stage,Poland,Mexico,Poland,Kazimierz Deyna,56,56,Normal
1978,1978-06-10,Group stage,Poland,Mexico,Poland,Zbigniew Boniek,84,84,Normal
1978,1978-06-10,Group stage,Argentina,Italy,Italy,Roberto Bettega,67,67,Normal
1978,1978-06-11,Group stage,Brazil,Austria,Brazil,Roberto Dinamite,40,40,Normal
1978,1978-06-11,Group stage,Spain,Sweden,Spain,Juan Manuel Asensi,75,75,Normal
1978,1978-06-11,Group stage,Peru,Iran,Peru,José Velásquez,2,2,Normal
1978,1978-06-11,Group stage,Peru,Iran,Peru,Teófilo Cubillas,36,36,Penalty
1978,1978-06-11,Group stage,Peru,Iran,Peru,Teófilo Cubillas,39,39,Penalty
1978,1978-06-11,Group stage,Peru,Iran,Iran,Hassan Roshan,41,41,Normal
1978,1978-06-11,Group stage,Peru,Iran,Peru,Teófilo Cubillas,79,79,Normal
1978,1978-06-11,Group stage,Scotland,Netherlands,Netherlands,Rob Rensenbrink,34,34,Penalty
1978,1978-06-11,Group stage,Scotland,Netherlands,Scotland,Kenny Dalglish,45,45,Normal
1978,1978-06-11,Group stage,Scotland,Netherlands,Scotland,Archie Gemmill,46,46,Penalty
1978,1978-06-11,Group stage,Scotland,Netherlands,Scotland,Archie Gemmill,68,68,Normal
1978,1978-06-11,Group stage,Scotland,Netherlands,Netherlands,Johnny Rep,71,71,Normal
1978,1978-06-14,Second group stage,Austria,Netherlands,Netherlands,Ernie Brandts,6,6,Normal
1978,1978-06-14,Second group stage,Austria,Netherlands,Netherlands,Rob Rensenbrink,35,35,Penalty
1978,1978-06-14,Second group stage,Austria,Netherlands,Netherlands,Johnny Rep,36,36,Normal
1978,1978-06-14,Second group stage,Austria,Netherlands,Netherlands,Johnny Rep,53,53,Normal
1978,1978-06-14,Second group stage,Austria,Netherlands,Austria,Erich Obermayer,80,80,Normal
1978,1978-06-14,Second group stage,Austria,Netherlands,Netherlands,Willy van de Kerkhof,82,82,Normal
1978,1978-06-14,Second group stage,Brazil,Peru,Brazil,not applicable Dirceu,15,15,Normal
1978,1978-06-14,Second group stage,Brazil,Peru,Brazil,not applicable Dirceu,27,27,Normal
1978,1978-06-14,Second group stage,Brazil,Peru,Brazil,not applicable Zico,72,72,Penalty
1978,1978-06-14,Second group stage,Argentina,Poland,Argentina,Mario Kempes,16,16,Normal
1978,1978-06-14,Second group stage,Argentina,Poland,Argentina,Mario Kempes,71,71,Normal
1978,1978-06-18,Second group stage,Peru,Poland,Poland,Andrzej Szarmach,65,65,Normal
1978,1978-06-18,Second group stage,Italy,Austria,Italy,Paolo Rossi,13,13,Normal
1978,1978-06-18,Second group stage,Netherlands,West Germany,West Germany,Rüdiger Abramczik,3,3,Normal
1978,1978-06-18,Second group stage,Netherlands,West Germany,Netherlands,Arie Haan,27,27,Normal
1978,1978-06-18,Second group stage,Netherlands,West Germany,West Germany,Dieter Müller,70,70,Normal
1978,1978-06-18,Second group stage,Netherlands,West Germany,Netherlands,René van de Kerkhof,82,82,Normal
1978,1978-06-21,Second group stage,Austria,West Germany,West Germany,Karl-Heinz Rummenigge,19,19,Normal
1978,1978-06-21,Second group stage,Austria,West Germany,Austria,Berti Vogts,59,59,Own Goal
1978,1978-06-21,Second group stage,Austria,West Germany,Austria,Hans Krankl,66,66,Normal
1978,1978-06-21,Second group stage,Austria,West Germany,West Germany,Bernd Hölzenbein,68,68,Normal
1978,1978-06-21,Second group stage,Austria,West Germany,Austria,Hans Krankl,87,87,Normal
1978,1978-06-21,Second group stage,Italy,Netherlands,Italy,Ernie Brandts,19,19,Own Goal
1978,1978-06-21,Second group stage,Italy,Netherlands,Netherlands,Ernie Brandts,49,49,Normal
1978,1978-06-21,Second group stage,Italy,Netherlands,Netherlands,Arie Haan,76,76,Normal
1978,1978-06-21,Second group stage,Brazil,Poland,Brazil,not applicable Nelinho,13,13,Normal
1978,1978-06-21,Second group stage,Brazil,Poland,Poland,Grzegorz Lato,45,45,Normal
1978,1978-06-21,Second group stage,Brazil,Poland,Brazil,Roberto Dinamite,58,58,Normal
1978,1978-06-21,Second group stage,Brazil,Poland,Brazil,Roberto Dinamite,63,63,Normal
1978,1978-06-21,Second group stage,Argentina,Peru,Argentina,Mario Kempes,21,21,Normal
1978,1978-06-21,Second group stage,Argentina,Peru,Argentina,Alberto Tarantini,43,43,Normal
1978,1978-06-21,Second group stage,Argentina,Peru,Argentina,Mario Kempes,49,49,Normal
1978,1978-06-21,Second group stage,Argentina,Peru,Argentina,Leopoldo Luque,50,50,Normal
1978,1978-06-21,Second group stage,Argentina,Peru,Argentina,René Houseman,67,67,Normal
1978,1978-06-21,Second group stage,Argentina,Peru,Argentina,Leopoldo Luque,72,72,Normal
1978,1978-06-24,Third-place match,Brazil,Italy,Italy,Franco Causio,38,38,Normal
1978,1978-06-24,Third-place match,Brazil,Italy,Brazil,not applicable Nelinho,64,64,Normal
1978,1978-06-24,Third-place match,Brazil,Italy,Brazil,not applicable Dirceu,71,71,Normal
1978,1978-06-25,Final,Argentina,Netherlands,Argentina,Mario Kempes,38,38,Normal
1978,1978-06-25,Final,Argentina,Netherlands,Netherlands,Dick Nanninga,82,82,Normal
1978,1978-06-25,Final,Argentina,Netherlands,Argentina,Mario Kempes,105,105,Normal
1978,1978-06-25,Final,Argentina,Netherlands,Argentina,Daniel Bertoni,115,115,Normal
1974,1974-06-14,Group stage,West Germany,Chile,West Germany,Paul Breitner,18,18,Normal
1974,1974-06-14,Group stage,East Germany,Australia,East Germany,Colin Curran,58,58,Own Goal
1974,1974-06-14,Group stage,East Germany,Australia,East Germany,Joachim Streich,72,72,Normal
1974,1974-06-14,Group stage,Zaire,Scotland,Scotland,Peter Lorimer,26,26,Normal
1974,1974-06-14,Group stage,Zaire,Scotland,Scotland,Joe Jordan,34,34,Normal
1974,1974-06-15,Group stage,Uruguay,Netherlands,Netherlands,Johnny Rep,7,7,Normal
1974,1974-06-15,Group stage,Uruguay,Netherlands,Netherlands,Johnny Rep,86,86,Normal
1974,1974-06-15,Group stage,Italy,Haiti,Haiti,Emmanuel Sanon,46,46,Normal
1974,1974-06-15,Group stage,Italy,Haiti,Italy,Gianni Rivera,52,52,Normal
1974,1974-06-15,Group stage,Italy,Haiti,Italy,Romeo Benetti,66,66,Normal
1974,1974-06-15,Group stage,Italy,Haiti,Italy,Pietro Anastasi,79,79,Normal
1974,1974-06-15,Group stage,Poland,Argentina,Poland,Grzegorz Lato,7,7,Normal
1974,1974-06-15,Group stage,Poland,Argentina,Poland,Andrzej Szarmach,8,8,Normal
1974,1974-06-15,Group stage,Poland,Argentina,Argentina,Ramón Heredia,60,60,Normal
1974,1974-06-15,Group stage,Poland,Argentina,Poland,Grzegorz Lato,62,62,Normal
1974,1974-06-15,Group stage,Poland,Argentina,Argentina,Carlos Babington,66,66,Normal
1974,1974-06-18,Group stage,Australia,West Germany,West Germany,Wolfgang Overath,12,12,Normal
1974,1974-06-18,Group stage,Australia,West Germany,West Germany,Bernhard Cullmann,34,34,Normal
1974,1974-06-18,Group stage,Australia,West Germany,West Germany,Gerd Müller,53,53,Normal
1974,1974-06-18,Group stage,Chile,East Germany,East Germany,Martin Hoffmann,55,55,Normal
1974,1974-06-18,Group stage,Chile,East Germany,Chile,Sergio Ahumada,69,69,Normal
1974,1974-06-18,Group stage,Yugoslavia,Zaire,Yugoslavia,Dušan Bajević,8,8,Normal
1974,1974-06-18,Group stage,Yugoslavia,Zaire,Yugoslavia,Dragan Džajić,14,14,Normal
1974,1974-06-18,Group stage,Yugoslavia,Zaire,Yugoslavia,Ivica Šurjak,18,18,Normal
1974,1974-06-18,Group stage,Yugoslavia,Zaire,Yugoslavia,Josip Katalinski,22,22,Normal
1974,1974-06-18,Group stage,Yugoslavia,Zaire,Yugoslavia,Dušan Bajević,30,30,Normal
1974,1974-06-18,Group stage,Yugoslavia,Zaire,Yugoslavia,Vladislav Bogićević,35,35,Normal
1974,1974-06-18,Group stage,Yugoslavia,Zaire,Yugoslavia,Branko Oblak,61,61,Normal
1974,1974-06-18,Group stage,Yugoslavia,Zaire,Yugoslavia,Ilija Petković,65,65,Normal
1974,1974-06-18,Group stage,Yugoslavia,Zaire,Yugoslavia,Dušan Bajević,81,81,Normal
1974,1974-06-19,Group stage,Bulgaria,Uruguay,Bulgaria,Hristo Bonev,75,75,Normal
1974,1974-06-19,Group stage,Bulgaria,Uruguay,Uruguay,Ricardo Pavoni,87,87,Normal
1974,1974-06-19,Group stage,Argentina,Italy,Argentina,René Houseman,20,20,Normal
1974,1974-06-19,Group stage,Argentina,Italy,Italy,Roberto Perfumo,35,35,Own Goal
1974,1974-06-19,Group stage,Haiti,Poland,Poland,Grzegorz Lato,17,17,Normal
1974,1974-06-19,Group stage,Haiti,Poland,Poland,Kazimierz Deyna,18,18,Normal
1974,1974-06-19,Group stage,Haiti,Poland,Poland,Andrzej Szarmach,30,30,Normal
1974,1974-06-19,Group stage,Haiti,Poland,Poland,Jerzy Gorgoń,31,31,Normal
1974,1974-06-19,Group stage,Haiti,Poland,Poland,Andrzej Szarmach,34,34,Normal
1974,1974-06-19,Group stage,Haiti,Poland,Poland,Andrzej Szarmach,50,50,Normal
1974,1974-06-19,Group stage,Haiti,Poland,Poland,Grzegorz Lato,87,87,Normal
1974,1974-06-22,Group stage,Scotland,Yugoslavia,Yugoslavia,Stanislav Karasi,81,81,Normal
1974,1974-06-22,Group stage,Scotland,Yugoslavia,Scotland,Joe Jordan,88,88,Normal
1974,1974-06-22,Group stage,Zaire,Brazil,Brazil,not applicable Jairzinho,12,12,Normal
1974,1974-06-22,Group stage,Zaire,Brazil,Brazil,not applicable Rivellino,66,66,Normal
